Product_Name,Date_Only,Sales,XGB_Prediction
Bacon Egg Brioch,2025-11-02,4,0.45614429377019405
Bacon Egg Brioch,2025-11-03,1,0.2607616325840354
Bacon Egg Brioch,2025-11-04,2,0.7943664826452732
Bacon Egg Brioch,2025-11-05,2,0.6043230602517724
Bacon Egg Brioch,2025-11-06,2,0.6638388885185122
Bacon Egg Brioch,2025-11-07,3,1.255768652074039
Bacon Egg Brioch,2025-11-08,3,0.061050467658787966
Bacon Egg Brioch,2025-11-09,3,0.0867616725154221
Bacon Egg Brioch,2025-11-10,2,0.04911926039494574
Bacon Egg Brioch,2025-11-11,2,0.04343761340714991
Bacon Egg Brioch,2025-11-12,0,0.04059957689605653
Bacon Egg Brioch,2025-11-13,3,0.04332259902730584
Bacon Egg Brioch,2025-11-14,0,0.038351624738425016
Bacon Egg Brioch,2025-11-15,3,0.03229587338864803
Bacon Egg Brioch,2025-11-16,6,0.04410230601206422
Bacon Egg Brioch,2025-11-17,3,0.046227189246565104
Bacon Egg Brioch,2025-11-18,0,0.046227189246565104
Bacon Egg Brioch,2025-11-19,0,0.022660339018329978
Bacon Egg Brioch,2025-11-20,2,0.028157949214801192
Bacon Egg Brioch,2025-11-21,3,0.01891612890176475
Bacon Egg Brioch,2025-11-22,1,0.04451673850417137
Bacon Egg Brioch,2025-11-23,5,0.08287074510008097
Bacon Egg Brioch,2025-11-24,2,0.04343761340714991
Bacon Egg Brioch,2025-11-25,1,0.042484768433496356
Bacon Egg Brioch,2025-11-26,0,0.046473939437419176
Bacon Egg Brioch,2025-11-27,1,0.09747306164354086
Bacon Egg Brioch,2025-11-28,2,0.05250143352895975
Bacon Egg Brioch,2025-11-29,0,0.04218721739016473
Bacon Egg Brioch,2025-11-30,4,0.046227189246565104
Bacon Waffle,2025-11-01,1,3.0991281121969223
Bacon Waffle,2025-11-02,12,2.875104397535324
Bacon Waffle,2025-11-03,5,2.126694902777672
Bacon Waffle,2025-11-04,2,2.3158767223358154
Bacon Waffle,2025-11-05,4,2.856209933757782
Bacon Waffle,2025-11-06,2,2.791634753346443
Bacon Waffle,2025-11-07,5,2.6971499621868134
Bacon Waffle,2025-11-08,1,1.939604014158249
Bacon Waffle,2025-11-09,3,2.0762497782707214
Bacon Waffle,2025-11-10,0,1.9114026576280594
Bacon Waffle,2025-11-11,0,1.9184397161006927
Bacon Waffle,2025-11-12,2,1.89065620303154
Bacon Waffle,2025-11-13,1,1.8588735610246658
Bacon Waffle,2025-11-14,4,1.8692806661128998
Bacon Waffle,2025-11-15,2,1.7514475584030151
Bacon Waffle,2025-11-16,4,1.8975465446710587
Bacon Waffle,2025-11-17,3,1.9231063276529312
Bacon Waffle,2025-11-18,2,1.9214280098676682
Bacon Waffle,2025-11-19,0,2.101088523864746
Bacon Waffle,2025-11-20,1,2.270091563463211
Bacon Waffle,2025-11-21,1,1.7975011467933655
Bacon Waffle,2025-11-22,4,1.9172680079936981
Bacon Waffle,2025-11-23,2,2.0472940504550934
Bacon Waffle,2025-11-24,3,1.923358753323555
Bacon Waffle,2025-11-25,2,1.9045085459947586
Bacon Waffle,2025-11-26,1,1.9304341673851013
Bacon Waffle,2025-11-27,2,2.0954786986112595
Bacon Waffle,2025-11-28,5,1.9320090562105179
Bacon Waffle,2025-11-29,3,1.8990028202533722
Bacon Waffle,2025-11-30,5,1.9268380254507065
Baked Beans,2025-11-01,3,4.045712903141975
Baked Beans,2025-11-02,8,2.878867730498314
Baked Beans,2025-11-03,3,3.054674208164215
Baked Beans,2025-11-04,6,2.0116492062807083
Baked Beans,2025-11-05,3,2.924615129828453
Baked Beans,2025-11-06,5,2.8107842952013016
Baked Beans,2025-11-07,9,3.0896271765232086
Baked Beans,2025-11-08,5,1.8388917595148087
Baked Beans,2025-11-09,7,1.9391474276781082
Baked Beans,2025-11-10,1,1.8106904029846191
Baked Beans,2025-11-11,7,1.8177274614572525
Baked Beans,2025-11-12,5,1.7899439483880997
Baked Beans,2025-11-13,2,1.761811226606369
Baked Beans,2025-11-14,5,1.7659147530794144
Baked Beans,2025-11-15,4,1.6669353991746902
Baked Beans,2025-11-16,8,1.7968342900276184
Baked Beans,2025-11-17,7,1.822394073009491
Baked Beans,2025-11-18,2,1.820715755224228
Baked Beans,2025-11-19,2,1.8569407016038895
Baked Beans,2025-11-20,8,1.9542259573936462
Baked Beans,2025-11-21,9,1.6967888921499252
Baked Beans,2025-11-22,7,1.8165557533502579
Baked Beans,2025-11-23,6,1.9528440088033676
Baked Beans,2025-11-24,7,1.8226464986801147
Baked Beans,2025-11-25,3,1.8037962913513184
Baked Beans,2025-11-26,7,1.8244145959615707
Baked Beans,2025-11-27,6,1.9517421871423721
Baked Beans,2025-11-28,1,1.8193553388118744
Baked Beans,2025-11-29,2,1.798290565609932
Baked Beans,2025-11-30,8,1.8261257708072662
Baked Beans JP,2025-11-01,0,0.0956243583932519
Baked Beans JP,2025-11-02,0,0.21572407335042953
Baked Beans JP,2025-11-03,0,0.11707403417676687
Baked Beans JP,2025-11-04,0,0.11210828740149736
Baked Beans JP,2025-11-05,0,0.22056201938539743
Baked Beans JP,2025-11-06,0,0.11991652753204107
Baked Beans JP,2025-11-07,0,0.1194621454924345
Baked Beans JP,2025-11-08,1,0.11991652753204107
Baked Beans JP,2025-11-09,1,0.15049083717167377
Baked Beans JP,2025-11-10,0,0.1108284117653966
Baked Beans JP,2025-11-11,0,0.10974791180342436
Baked Beans JP,2025-11-12,0,0.10661065671592951
Baked Beans JP,2025-11-13,0,0.10686279367655516
Baked Beans JP,2025-11-14,0,0.10270532872527838
Baked Beans JP,2025-11-15,0,0.09393331687897444
Baked Beans JP,2025-11-16,1,0.10900064650923014
Baked Beans JP,2025-11-17,0,0.11283670272678137
Baked Beans JP,2025-11-18,0,0.11283670272678137
Baked Beans JP,2025-11-19,0,0.08688792865723372
Baked Beans JP,2025-11-20,0,0.09476748574525118
Baked Beans JP,2025-11-21,0,0.08042690716683865
Baked Beans JP,2025-11-22,0,0.11112623941153288
Baked Beans JP,2025-11-23,0,0.1494802925735712
Baked Beans JP,2025-11-24,0,0.10974791180342436
Baked Beans JP,2025-11-25,0,0.10879505705088377
Baked Beans JP,2025-11-26,0,0.11308344174176455
Baked Beans JP,2025-11-27,0,0.15719956159591675
Baked Beans JP,2025-11-28,1,0.11593413446098566
Baked Beans JP,2025-11-29,0,0.10814451333135366
Baked Beans JP,2025-11-30,0,0.11283670272678137
Bakery,2025-11-01,68,62.8585239648819
Bakery,2025-11-02,50,64.59392881393433
Bakery,2025-11-03,56,62.06340754032135
Bakery,2025-11-04,60,63.77902317047119
Bakery,2025-11-05,57,65.71947288513184
Bakery,2025-11-06,70,62.38169860839844
Bakery,2025-11-07,74,62.61118197441101
Bakery,2025-11-08,57,62.543931007385254
Bakery,2025-11-09,66,67.36112999916077
Bakery,2025-11-10,41,65.10626769065857
Bakery,2025-11-11,52,67.80628943443298
Bakery,2025-11-12,65,65.85498428344727
Bakery,2025-11-13,52,68.66130495071411
Bakery,2025-11-14,62,68.50439357757568
Bakery,2025-11-15,60,68.86795568466187
Bakery,2025-11-16,57,71.09315872192383
Bakery,2025-11-17,71,69.70494508743286
Bakery,2025-11-18,51,72.08205509185791
Bakery,2025-11-19,48,67.8584532737732
Bakery,2025-11-20,60,67.50779342651367
Bakery,2025-11-21,61,68.65853118896484
Bakery,2025-11-22,61,72.22791576385498
Bakery,2025-11-23,83,75.65448570251465
Bakery,2025-11-24,61,77.22097444534302
Bakery,2025-11-25,74,74.53923892974854
Bakery,2025-11-26,76,74.6871509552002
Bakery,2025-11-27,78,72.81457138061523
Bakery,2025-11-28,84,74.9298906326294
Bakery,2025-11-29,60,73.4688949584961
Bakery,2025-11-30,79,73.51399087905884
Banana Bread,2025-11-01,0,0.0
Banana Bread,2025-11-02,0,0.0
Banana Bread,2025-11-03,0,0.0
Banana Bread,2025-11-04,0,0.0
Banana Bread,2025-11-05,0,0.0
Banana Bread,2025-11-06,0,0.0
Banana Bread,2025-11-07,0,0.0
Banana Bread,2025-11-08,0,0.0
Banana Bread,2025-11-09,0,0.0
Banana Bread,2025-11-10,0,0.0
Banana Bread,2025-11-11,0,0.0
Banana Bread,2025-11-12,0,0.0
Banana Bread,2025-11-13,0,0.0
Banana Bread,2025-11-14,0,0.0
Banana Bread,2025-11-15,0,0.0
Banana Bread,2025-11-16,0,0.0
Banana Bread,2025-11-17,0,0.0
Banana Bread,2025-11-18,0,0.0
Banana Bread,2025-11-19,0,0.0
Banana Bread,2025-11-20,0,0.0
Banana Bread,2025-11-21,0,0.0
Banana Bread,2025-11-22,0,0.0
Banana Bread,2025-11-23,0,0.0
Banana Bread,2025-11-24,0,0.0
Banana Bread,2025-11-25,0,0.0
Banana Bread,2025-11-26,0,0.0
Banana Bread,2025-11-27,0,0.0
Banana Bread,2025-11-28,0,0.0
Banana Bread,2025-11-29,0,0.0
Banana Bread,2025-11-30,0,0.0
Bean Soldiers,2025-11-01,1,0.14657812286168337
Bean Soldiers,2025-11-02,0,0.06736372178420424
Bean Soldiers,2025-11-03,1,0.21340266009792686
Bean Soldiers,2025-11-04,0,0.21108767949044704
Bean Soldiers,2025-11-05,0,0.0772990039549768
Bean Soldiers,2025-11-06,0,0.2165745124220848
Bean Soldiers,2025-11-07,1,0.21612013038247824
Bean Soldiers,2025-11-08,2,0.08183400426059961
Bean Soldiers,2025-11-09,0,0.10724595654755831
Bean Soldiers,2025-11-10,1,0.06930432841181755
Bean Soldiers,2025-11-11,1,0.06392192747443914
Bean Soldiers,2025-11-12,1,0.06078465492464602
Bean Soldiers,2025-11-13,0,0.06350767682306468
Bean Soldiers,2025-11-14,0,0.057938223239034414
Bean Soldiers,2025-11-15,0,0.05128398630768061
Bean Soldiers,2025-11-16,0,0.06458661239594221
Bean Soldiers,2025-11-17,0,0.0670107426121831
Bean Soldiers,2025-11-18,0,0.0670107426121831
Bean Soldiers,2025-11-19,0,0.041061913361772895
Bean Soldiers,2025-11-20,0,0.048941489309072495
Bean Soldiers,2025-11-21,0,0.035306807956658304
Bean Soldiers,2025-11-22,1,0.06530028581619263
Bean Soldiers,2025-11-23,1,0.10365424025803804
Bean Soldiers,2025-11-24,1,0.06392192747443914
Bean Soldiers,2025-11-25,0,0.06296907784417272
Bean Soldiers,2025-11-26,1,0.067257487680763
Bean Soldiers,2025-11-27,0,0.11825658287853003
Bean Soldiers,2025-11-28,0,0.07328498270362616
Bean Soldiers,2025-11-29,0,0.06267152121290565
Bean Soldiers,2025-11-30,1,0.0670107426121831
Beef Burger,2025-11-01,0,0.0
Beef Burger,2025-11-02,0,0.0
Beef Burger,2025-11-03,0,0.0
Beef Burger,2025-11-04,0,0.0
Beef Burger,2025-11-05,0,0.0
Beef Burger,2025-11-06,0,0.0
Beef Burger,2025-11-07,0,0.0
Beef Burger,2025-11-08,0,0.0
Beef Burger,2025-11-09,0,0.0
Beef Burger,2025-11-10,0,0.0
Beef Burger,2025-11-11,0,0.0
Beef Burger,2025-11-12,0,0.0
Beef Burger,2025-11-13,0,0.0
Beef Burger,2025-11-14,0,0.0
Beef Burger,2025-11-15,0,0.0
Beef Burger,2025-11-16,0,0.0
Beef Burger,2025-11-17,0,0.0
Beef Burger,2025-11-18,0,0.0
Beef Burger,2025-11-19,0,0.0
Beef Burger,2025-11-20,0,0.0
Beef Burger,2025-11-21,0,0.0
Beef Burger,2025-11-22,0,0.0
Beef Burger,2025-11-23,0,0.0
Beef Burger,2025-11-24,0,0.0
Beef Burger,2025-11-25,0,0.0
Beef Burger,2025-11-26,0,0.0
Beef Burger,2025-11-27,0,0.0
Beef Burger,2025-11-28,0,0.0
Beef Burger,2025-11-29,0,0.0
Beef Burger,2025-11-30,0,0.0
Beef Hors Foca,2025-11-01,0,0.0
Beef Hors Foca,2025-11-02,0,0.0
Beef Hors Foca,2025-11-03,0,0.0
Beef Hors Foca,2025-11-04,0,0.0
Beef Hors Foca,2025-11-05,0,0.0
Beef Hors Foca,2025-11-06,0,0.0
Beef Hors Foca,2025-11-07,0,0.0
Beef Hors Foca,2025-11-08,0,0.0
Beef Hors Foca,2025-11-09,0,0.0
Beef Hors Foca,2025-11-10,0,0.0
Beef Hors Foca,2025-11-11,0,0.0
Beef Hors Foca,2025-11-12,0,0.0
Beef Hors Foca,2025-11-13,0,0.0
